,username,tweet_content,n_favorites,timestamp,mentions
26,Awad_yassin_,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:57:14 +0000 2022,['realmadrid']
27,brunengerlapuso,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:57:08 +0000 2022,['realmadrid']
28,Brahim_7_,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:57:03 +0000 2022,['realmadrid']
29,luisalvarezcar,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:57:01 +0000 2022,['realmadrid']
30,Guerra_Carrion3,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:57:00 +0000 2022,['realmadrid']
31,LuisLop95665355,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:58 +0000 2022,['realmadrid']
32,ericperu,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:41 +0000 2022,['realmadrid']
33,nereaarivaas,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:32 +0000 2022,['realmadrid']
34,monsesastree,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:56:32 +0000 2022,['realmadrid']
35,phoenixandtiger,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:26 +0000 2022,['realmadrid']
36,porquetenojai,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:24 +0000 2022,['realmadrid']
37,rafaelup21,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:19 +0000 2022,['realmadrid']
38,ainoafrndz,"RT @IF_RealMadrid: 🪑 Turno de @David_Alaba para padrear 🪑

#HalaMadrid #HalaMadridYNadaMas #RM #RMFans #RealMadrid #CAMPEON35 #Campeones #C…",0,Sat Apr 30 23:56:15 +0000 2022,"['IF_RealMadrid', 'David_Alaba']"
39,ermorci_oite,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:13 +0000 2022,['realmadrid']
40,AlEsp_97,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:56:10 +0000 2022,['realmadrid']
41,Regulushinee,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:55:46 +0000 2022,['realmadrid']
42,kevend22,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:55:40 +0000 2022,['realmadrid']
43,claaumvs,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:55:38 +0000 2022,['realmadrid']
44,luisalvarezcar,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:55:29 +0000 2022,['realmadrid']
45,dointhedishes,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:55:24 +0000 2022,['realmadrid']
46,Chris18crf,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:55:14 +0000 2022,['realmadrid']
47,kollewizzy,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:54:52 +0000 2022,['realmadrid']
48,RealBenjys76,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:54:51 +0000 2022,['realmadrid']
49,BrunoSoaresMen1,"RT @realmadrid: 💜 ¡Este título es para vosotros, #RMFANS! 💜
#CAMPEON35 https://t.co/BCN6m7zqUQ",0,Sat Apr 30 23:54:42 +0000 2022,['realmadrid']
50,TraceurAbdou,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:54:29 +0000 2022,['realmadrid']
51,aime_75,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:54:29 +0000 2022,['realmadrid']
52,dopekidko,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:54:29 +0000 2022,['realmadrid']
53,zehcampestrini,"RT @realmadrid: ©️ @MarceloM12: ""¡CAMPEONES! ¡Esto es para vosotros, #RMFans!""
#CAMPEON35 https://t.co/xoK7dH8zgJ",0,Sat Apr 30 23:54:15 +0000 2022,"['realmadrid', 'MarceloM12']"
54,CLAUDIODUTARY,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:54:11 +0000 2022,['realmadrid']
55,Ndathane2,RT @realmadriden: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/qeIzTKVAIc,0,Sat Apr 30 23:54:01 +0000 2022,['realmadriden']
56,luisalvarezcar,"RT @realmadrid: 💜 ¡Este título es para vosotros, #RMFANS! 💜
#CAMPEON35 https://t.co/BCN6m7zqUQ",0,Sat Apr 30 23:53:56 +0000 2022,['realmadrid']
57,dieguitotara7,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:53:52 +0000 2022,['realmadrid']
58,SHOWdarkbull,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:53:49 +0000 2022,['realmadrid']
59,SHOWdarkbull,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:53:31 +0000 2022,['realmadrid']
60,PeterdelCrema,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:53:30 +0000 2022,['realmadrid']
61,goguma_official,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:53:02 +0000 2022,['realmadrid']
62,gigiteesco,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:52:53 +0000 2022,['realmadrid']
63,StuardoL,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:52:35 +0000 2022,['realmadrid']
64,sardineros77,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:52:13 +0000 2022,['realmadrid']
65,PrajwolBajrach1,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:52:08 +0000 2022,['realmadrid']
66,Mr_____dq,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:52:06 +0000 2022,['realmadrid']
67,75Menita,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:51:59 +0000 2022,['realmadrid']
68,zeinabreu,"RT @realmadrid: 😍 ¡@RafaelNadal os manda un mensaje, #RMFans! https://t.co/YIFumYakPj",0,Sat Apr 30 23:51:53 +0000 2022,"['realmadrid', 'RafaelNadal']"
69,aldioork,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:51:15 +0000 2022,['realmadrid']
70,alejandrojxi,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:51:09 +0000 2022,['realmadrid']
71,SalBriseo3,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:51:00 +0000 2022,['realmadrid']
72,camarilla11,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:50:47 +0000 2022,['realmadrid']
73,Jaolmedagm,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:49:57 +0000 2022,['realmadrid']
74,marianakonrad,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:49:17 +0000 2022,['realmadrid']
75,pitieslacaca,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:49:02 +0000 2022,['realmadrid']
76,M_Aldossri_11,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:48:44 +0000 2022,['realmadrid']
77,Gauthie74733096,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:48:42 +0000 2022,['realmadrid']
78,iMzMzi,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:48:40 +0000 2022,['realmadrid']
79,kingsleyowusub2,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:48:40 +0000 2022,['realmadrid']
80,Thibedi_Jay,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:48:37 +0000 2022,['realmadrid']
81,aryscary,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:48:29 +0000 2022,['realmadrid']
82,Jessmoniita,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:48:25 +0000 2022,['realmadrid']
83,Sonmind,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:48:11 +0000 2022,['realmadrid']
84,ManuelAlfredo,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:48:10 +0000 2022,['realmadrid']
85,Baptiste__Bo,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:48:00 +0000 2022,['realmadrid']
86,Thinie_Denizer,RT @realmadriden: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/qeIzTKVAIc,0,Sat Apr 30 23:47:51 +0000 2022,['realmadriden']
87,Ralph_Gabah,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:47:44 +0000 2022,['realmadrid']
88,chapinamerican0,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:47:39 +0000 2022,['realmadrid']
89,OlaBankinq,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:47:30 +0000 2022,['realmadrid']
90,soutoFabricio,"RT @realmadrid: 💜 ¡Este título es para vosotros, #RMFANS! 💜
#CAMPEON35 https://t.co/BCN6m7zqUQ",0,Sat Apr 30 23:47:08 +0000 2022,['realmadrid']
91,ElHector_017,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:47:07 +0000 2022,['realmadrid']
92,andresrclb,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:46:52 +0000 2022,['realmadrid']
93,juandedios911,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:46:45 +0000 2022,['realmadrid']
94,abdulmohaimnl,RT @realmadridarab: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/49fxNX0v5u,0,Sat Apr 30 23:46:34 +0000 2022,['realmadridarab']
95,Monik_1014,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:46:22 +0000 2022,['realmadrid']
96,krooscandi,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:46:14 +0000 2022,['realmadrid']
97,donovan_boris,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:46:12 +0000 2022,['realmadrid']
98,aljalal694,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:45:48 +0000 2022,['realmadrid']
99,kingsleyowusub2,RT @realmadriden: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/qeIzTKVAIc,0,Sat Apr 30 23:45:43 +0000 2022,['realmadriden']
100,riizkymhmdd,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:45:32 +0000 2022,['realmadrid']
101,SantosDamiian,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:45:31 +0000 2022,['realmadrid']
102,RMadridClub1,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:45:23 +0000 2022,['realmadrid']
103,adrianna_RM,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:45:07 +0000 2022,['realmadrid']
104,riizkymhmdd,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:45:02 +0000 2022,['realmadrid']
105,PPabloss,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:44:58 +0000 2022,['realmadrid']
106,J2enrique,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:44:55 +0000 2022,['realmadrid']
107,pitaluisa,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:44:43 +0000 2022,['realmadrid']
108,PEDRO_VASQUEZ27,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:44:39 +0000 2022,['realmadrid']
109,RyzenRM,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:44:24 +0000 2022,['realmadrid']
110,riizkymhmdd,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:44:04 +0000 2022,['realmadrid']
111,amaatandrea,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:43:52 +0000 2022,['realmadrid']
112,Sheeysrezm8,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:43:31 +0000 2022,['realmadrid']
113,riizkymhmdd,"RT @realmadrid: ©️ @MarceloM12: ""¡CAMPEONES! ¡Esto es para vosotros, #RMFans!""
#CAMPEON35 https://t.co/xoK7dH8zgJ",0,Sat Apr 30 23:43:20 +0000 2022,"['realmadrid', 'MarceloM12']"
114,guelmix___,"RT @realmadrid: 🔍 ¿Me podéis decir qué pone en el autobús, #RMFans? Que no lo leo bien...
#CAMPEON35 https://t.co/v1Xpu1DD8N",0,Sat Apr 30 23:43:12 +0000 2022,['realmadrid']
115,RizkiaAgustin6,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:43:01 +0000 2022,['realmadrid']
116,mateuzinxxx,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:42:43 +0000 2022,['realmadrid']
117,mateuzinxxx,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:41:53 +0000 2022,['realmadrid']
118,CR7_307,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:41:43 +0000 2022,['realmadrid']
119,kingsleyowusub2,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:41:15 +0000 2022,['realmadrid']
120,ciovallos,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:41:12 +0000 2022,['realmadrid']
121,JuanchoB97,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:41:00 +0000 2022,['realmadrid']
122,JussFarmer,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:40:42 +0000 2022,['realmadrid']
123,LiraZeta,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:40:33 +0000 2022,['realmadrid']
124,Tatiana_Gise11e,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:40:28 +0000 2022,['realmadrid']
125,EDCI_88,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:40:25 +0000 2022,['realmadrid']
126,campanero98,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:40:11 +0000 2022,['realmadrid']
127,nzzf_27,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:39:57 +0000 2022,['realmadrid']
128,Sportman_77,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:39:56 +0000 2022,['realmadrid']
129,Hussain62021714,"RT @realmadrid: 😍 ¡@RafaelNadal os manda un mensaje, #RMFans! https://t.co/YIFumYakPj",0,Sat Apr 30 23:39:49 +0000 2022,"['realmadrid', 'RafaelNadal']"
130,Neslee_Toulouse,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:39:44 +0000 2022,['realmadrid']
131,PEDRO_VASQUEZ27,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:39:37 +0000 2022,['realmadrid']
132,cfelix07,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:39:37 +0000 2022,['realmadrid']
133,flori__lege,"RT @realmadrid: ©️ @MarceloM12: ""¡CAMPEONES! ¡Esto es para vosotros, #RMFans!""
#CAMPEON35 https://t.co/xoK7dH8zgJ",0,Sat Apr 30 23:39:30 +0000 2022,"['realmadrid', 'MarceloM12']"
134,diegonava97,RT @realmadrid: #RMFans x Cibeles x #CAMPEON35 = 😍 https://t.co/dlvFumXv5G,0,Sat Apr 30 23:39:14 +0000 2022,['realmadrid']
135,Neslee_Toulouse,"RT @realmadrid: 💜 ¡Este título es para vosotros, #RMFANS! 💜
#CAMPEON35 https://t.co/BCN6m7zqUQ",0,Sat Apr 30 23:38:23 +0000 2022,['realmadrid']
136,nestorm84,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:38:21 +0000 2022,['realmadrid']
137,DanCarter7_,"RT @realmadrid: La foto que necesitabais, #RMFans. 
#CAMPEON35 https://t.co/ahqFsuMV1Z",0,Sat Apr 30 23:38:14 +0000 2022,['realmadrid']
