3li_3liiiwa,LaLiga,1.0
3lye_,realmadrid,1.0
3mScqVtWaf6h7gy,realmadrid,2.0
3nar12,realmadrid,3.0
3rn3sto7384,realmadriden,1.0
40laicifogesoj,realmadrid,3.0
42c61048ea83443,realmadrid,1.0
433Aero,realmadrid,14.0
46_bamboo,realmadrid,1.0
4CarlosTerry,realmadrid,1.0
4Herreraa,realmadrid,1.0
4KTSLIMEE38,realmadrid,1.0
4LokoDorado,realmadrid,1.0
4Ngamer87,RNMJ_TV,1.0
4Ngamer87,realmadrid,3.0
4_1442,realmadrid,1.0
4_sb01,realmadrid,1.0
4abdulrhman_rm,realmadrid,1.0
4ev3rrrr,realmadrid,2.0
4fcs_,realmadrid,5.0
4framez,realmadrid,1.0
4lillegends,realmadrid,1.0
4ndre4___,realmadrid,1.0
4nnymrtn,realmadrid,1.0
4nx14tyy,realmadrid,1.0
4xvettelvekili,realmadrid,1.0
504HondurasSPS,realmadrid,1.0
52Brotherhood52,realmadrid,1.0
5551abdullah,realmadrid,1.0
5599_mm,realmadrid,1.0
569mac,realmadrid,1.0
57_javi,pericoquevola,1.0
5ALNOFAL,realmadrid,1.0
5Hanser,realmadrid,6.0
5_cria,marcoasensio10,1.0
5aldii,realmadrid,1.0
5m4Cg,realmadrid,3.0
5m4Cg,realmadridarab,1.0
6112PC,realmadrid,1.0
654EDEE,HectorRG74,1.0
65Bxnja,RafaelGarciaLAF,1.0
6666666evil,realmadrid,2.0
66_priests,LaLiga,1.0
66_priests,realmadrid,2.0
66conradito,realmadrid,2.0
69Gore,realmadrid,1.0
6Beeatriz,realmadrid,1.0
6_for6,realmadrid,1.0
6ariq_5,realmadrid,1.0
6iovx,realmadrid,1.0
6yom,realmadrid,1.0
700Crammy,realmadrid,1.0
73Psk,LaLiga,1.0
74_sakr,realmadrid,1.0
75Menita,realmadrid,2.0
76erCule,realmadrid,1.0
76hakunamatata,realmadrid,2.0
77youandme,LaLiga,2.0
782Broli,LaLiga,2.0
782Broli,realmadrid,1.0
78Hmodi,LaLiga,1.0
78Hmodi,realmadrid,1.0
7ALAPI,realmadrid,2.0
7Creaver,realmadrid,1.0
7GreenArrow,realmadrid,1.0
7Halbert,diarioas,1.0
7MariaGomez,realmadrid,1.0
7_david_10,realmadrid,1.0
7amany_968,realmadriden,1.0
7anaaas,realmadrid,3.0
7daLu,realmadrid,1.0
7erick7Ponce,realmadrid,2.0
7maac,realmadrid,1.0
7mastrella,realmadrid,1.0
7masudd,realmadrid,1.0
7matheusc7,realmadrid,1.0
7moodFu,realmadrid,1.0
7mto50,realmadrid,2.0
7oans,MalditaoRM,1.0
7sokovia,realmadrid,1.0
7ss_ny,realmadrid,1.0
7vini76,realmadrid,1.0
7vriis_,realmadrid,1.0
87fuku25niko,UnicajaBanco,1.0
87fuku25niko,realmadrid,76.0
88_iw8,realmadrid,1.0
88odiador,PEAH_oficial,1.0
89YaSser89,realmadrid,1.0
89carduelis,realmadrid,1.0
8PicwFcxVnaAsFG,realmadrid,2.0
8Stadium,realmadrid,2.0
8Yiyo8,realmadrid,2.0
8aQgFy8ToLVa9H6,realmadrid,1.0
8bx___,realmadriden,1.0
8ifrx,realmadrid,7.0
8juanmurillo,realmadrid,1.0
8sandrita8,pericoquevola,1.0
90Pache,realmadrid,1.0
91lhouis,realmadrid,1.0
91medkarim,realmadrid,1.0
9248__,realmadrid,1.0
929RadioCiudad,realmadrid,1.0
92manucastro,realmadrid,1.0
93Crooks,realmadrid,1.0
94sfan,realmadrid,1.0
95AleLandaverde,realmadrid,1.0
96sendy,Casemiro,1.0
97InThe5th,realmadrid,1.0
97mbm,realmadrid,1.0
98javichu,realmadrid,1.0
98sland,realmadrid,3.0
9990zNiet,realmadrid,1.0
999P4t0,realmadrid,1.0
99Bbea,realmadrid,1.0
99Leewis,realmadrid,1.0
99Luzrv,realmadrid,1.0
99MAM99,realmadrid,1.0
9Diegoduran,realmadrid,1.0
9Faissal7,realmadrid,2.0
9Mahicas,JessExposito3,1.0
9Mahicas,JuanBatlle6,1.0
9Mahicas,RCDEFutbolBase,1.0
9Mahicas,SweetLu10,1.0
9Mahicas,isaaaac_21,1.0
9Mahicas,perikatorRCDE,1.0
9Nico9,rnmjtv2,1.0
9Nico9,tjcope,1.0
9_gwl,realmadrid,1.0
9eiro,IBZBLUE,1.0
9iiihfc,realmadrid,1.0
9lie7,realmadrid,1.0
9mdiaz,realmadrid,1.0
A7madEsmaeL,realmadrid,1.0
A7mad_xx8,realmadrid,1.0
AAlbadei,realmadrid,1.0
AAlfredoMoreira,realmadrid,1.0
AAljuafri,realmadrid,3.0
AAndrew_Lanza27,realmadrid,1.0
AAyJB12,realmadrid,1.0
AB9ZERR,realmadrid,2.0
ABDALLAH_AAG,realmadrid,1.0
ABDULMALIKOMOT3,realmadrid,1.0
ABDUUFAAAL,realmadrid,1.0
ABDUUFAAAL,realmadridfra,1.0
ABOBANA_,realmadrid,1.0
ABOFARES_M_G,realmadrid,2.0
ABOODIC25,realmadrid,1.0
ABastanchury,realmadrid,1.0
AC1399,realmadrid,1.0
AChreezy,realmadrid,1.0
ACm450,LaLiga,2.0
ACm450,realmadrid,1.0
ACobrador,realmadrid,1.0
ADARSH__PNR,realmadrid,1.0
ADNBlanco77,realmadrid,3.0
ADOLFMOON,realmadrid,1.0
ADUKPLYRtv,LaLiga,1.0
AD_MHZ,realmadrid,2.0
ADeLera15,realmadrid,1.0
AEs3006,realmadrid,1.0
AEsam144,realmadrid,1.0
AFA_023,realmadrid,1.0
AFGnum10,realmadrid,1.0
AFernanda53,realmadrid,3.0
AGEBALY1,realmadrid,2.0
AGUSTDxp,realmadrid,2.0
AGXqEeOCTvE85cu,realmadridarab,2.0
AGuardiola94,rcdeperico81,1.0
AGueta07,realmadrid,1.0
AHMADSA02911242,realmadrid,1.0
AHY1158,realmadrid,1.0
AIKA7308,realmadrid,5.0
AIvzroo,realmadrid,1.0
AJ_Polite,realmadriden,1.0
AJ_Pseudo_SD,realmadrid,1.0
AJ__V1,realmadrid,1.0
AK12los_blancos,realmadrid,1.0
AKAxBlessed,realmadrid,1.0
AKIHIROCOM,realmadrid,1.0
AL27032004,realmadrid,1.0
AL3AYD___,realmadrid,1.0
ALANDROID23,realmadrid,1.0
ALCabelloM,realmadrid,1.0
ALEXABLUEHEAVEN,Chentovas,1.0
ALEX_FERRIS,RafaelGarciaLAF,1.0
ALEX_FERRIS,realmadrid,1.0
ALFREDOVIZUET15,TUDNUSA,1.0
ALFREDOVIZUET15,realmadrid,3.0
ALI981152,realmadrid,1.0
ALOnsismo__14,realmadrid,1.0
ALiRashad18,realmadrid,2.0
AMAYA_ERICK_WIL,realmadrid,1.0
AMR190300,realmadrid,1.0
AMadiedo,LaLiga,1.0
AMayestro,realmadrid,1.0
AMiguel1969,realmadrid,2.0
ANABAETRIZ39,realmadrid,1.0
ANALU1984,realmadrid,1.0
ANDRROC17022526,realmadrid,2.0
ANGELDEMADRID07,realmadrid,1.0
ANITAABLA10,HbdRealMadrid,1.0
ANTONIO39R,Anumuxy,1.0
ANTONIO39R,MrAncelotti,1.0
ANTONIO39R,RMajadahondaFS,1.0
ANTONIO39R,realmadrid,1.0
ANasr72,realmadrid,1.0
AONBIGGEST,realmadrid,1.0
AP1112020,RafaelGarciaLAF,1.0
APorTokyo20,realmadrid,2.0
ARG_RPZ,realmadrid,1.0
ARIANNDJ,realmadrid,1.0
ARMANII_78,realmadrid,1.0
ARRP96,realmadrid,2.0
ARiezGAZWERA,realmadrid,1.0
ASM7,realmadrid,1.0
ASSEofficiel,lluisqueasco,1.0
ASegovia07,realmadrid,1.0
ATOMICITY12,marcoasensio10,1.0
ATOMICITY12,realmadrid,4.0
AVillamoneti,realmadrid,1.0
AYINNU,realmadriden,1.0
AYOBAMI07721834,realmadrid,1.0
AYogiss,LaLiga,2.0
AYogiss,realmadrid,3.0
AZarate11,realmadrid,2.0
A_7_Med2003,realmadrid,1.0
A_Trallon,realmadrid,1.0
A__984,realmadriden,1.0
A______M______7,realmadrid,1.0
A_alsalman,YnRMC,1.0
A_manuel01,realmadrid,1.0
AaLlVvar,diarioas,1.0
AaLlVvar,marca,2.0
AaLlVvar,realmadrid,37.0
Aaaaa99i,realmadrid,1.0
Aaaaleeeex_03,RafaelGarciaLAF,1.0
Aaaangelaaaa1,realmadrid,1.0
Aaadp7,realmadrid,1.0
Aabdullah9,realmadrid,1.0
AadilAl36357462,realmadrid,1.0
Aadrii_44,realmadrid,1.0
Aaksriv,realmadrid,4.0
AalePavon,realmadrid,1.0
Aalexy972,realmadrid,1.0
AaronRios90,realmadrid,1.0
Aaron_2510,realmadrid,3.0
Aaronwarriors,realmadrid,6.0
Aashiq_KD,realmadrid,3.0
AbBolbol,realmadrid,1.0
AbBronwRM,realmadrid,2.0
Aba_Itachi,realmadrid,1.0
AbadouFollow,realmadrid,2.0
AbadouFollow,realmadridarab,2.0
Abarah3,realmadrid,1.0
Abbaas07,realmadrid,1.0
AbbottNews,realmadrid,1.0
AbdElra89215420,realmadrid,1.0
Abd___Jr,realmadrid,1.0
AbdallahJR16,marcoasensio10,1.0
AbdallahJR16,realmadrid,3.0
AbdallahM21,realmadrid,1.0
AbdallahoLion,realmadrid,1.0
Abdelbaset_R,realmadrid,1.0
Abdelruhmann,realmadrid,1.0
Abdou_lad,realmadrid,5.0
AbdoulKilian,realmadridfra,2.0
AbdoulR37230833,realmadrid,1.0
Abdozam99411958,realmadrid,2.0
AbdrazakAmir1,realmadrid,4.0
Abdul0227,realmadrid,1.0
AbdulhadiBakur,realmadrid,1.0
Abdulla18559723,realmadrid,1.0
Abdulla85389825,realmadrid,1.0
AbdullaAzad10,IBZBLUE,1.0
AbdullahAl3miri,realmadrid,1.0
AbdullerhMato,realmadriden,3.0
Abdulqaadyr,realmadrid,1.0
Abdulqudryidris,realmadriden,1.0
Abdulra99310763,XiomaraVG_,1.0
Abdulra99310763,realmadrid,3.0
Abdurrazaq_ASM,realmadrid,11.0
Abel775576582,marcoasensio10,1.0
AbelBomisso,realmadrid,1.0
AbelSandez,realmadrid,1.0
AbelSevillaM,RCDEspanyol,1.0
Abelsaancheezz,pericoquevola,1.0
Abeltxu99__,RCDeSports,1.0
AbencoadoArif,realmadrid,2.0
Abhireddie7,realmadrid,3.0
AbiEC04,realmadrid,4.0
AbiaAbraham2,realmadrid,1.0
AbidoFirane,LaLiga,2.0
AbidoFirane,realmadrid,2.0
Abinamhm,realmadrid,1.0
AbkJamshaid,realmadrid,1.0
AbogadoCema,LaLiga,1.0
AbogadoCema,realmadrid,4.0
AbogadoCema,rnmjtv2,1.0
Abogado_Yonki,sanchezcasrejon,1.0
Abood93harazi,realmadrid,1.0
Aboody_alhilaly,realmadrid,2.0
Abra75969968,realmadrid,1.0
Abraham19117272,realmadrid,1.0
Abraham19117272,realmadriden,1.0
AbrahamBF3,realmadrid,3.0
AbrahamR_82,realmadrid,6.0
AbrahamTweet26,LaLiga,3.0
AbrahamTweet26,realmadrid,9.0
AbrahmGR,realmadrid,1.0
Abrahxam22,realmadrid,1.0
Abril68Belen,realmadrid,1.0
AbrilSanchezHe4,realmadrid,2.0
Abuelo333,sanchezcasrejon,1.0
AbuownAdel,realmadrid,1.0
Abusineina,realmadrid,2.0
Ac2Edu,realmadrid,13.0
Acaymo22,realmadrid,1.0
Ace_H84,realmadrid,1.0
AcevedoZetha7,realmadrid,5.0
AchaJavilor,realmadrid,5.0
AchilleTshikuy9,realmadrid,1.0
Acill__,realmadrid,1.0
AcoMatias,realmadrid,1.0
AcostaRamel,realmadrid,1.0
Acrobata_Gatuno,BenjiBadia23,1.0
Acrobata_Gatuno,Jorge18994756,1.0
Acrobata_Gatuno,OldRcd,5.0
Acrobata_Gatuno,futbolycine,1.0
Acrobata_Gatuno,jugaponce,2.0
Acrobata_Gatuno,pericoquevola,1.0
ActuFoot_,Alex__18Off,1.0
ActuFoot_,DannyGauthier3,1.0
ActuFoot_,Momodiinho,1.0
ActuFoot_,TheJohnMario,1.0
ActuFoot_,fabien_fichaux,1.0
Actually_Ivana,realmadrid,1.0
Ad3D320145441,realmadrid,1.0
Adaamm20,realmadrid,2.0
AdalFrancoESPN,realmadrid,1.0
AdamMR_7,realmadrid,1.0
AdamStorm17,realmadrid,1.0
Adamadridreal1,realmadrid,1.0
Adamarkium,realmadrid,1.0
Adamkibiya,LaLiga,1.0
Adamkurnia_33,realmadrid,1.0
Adams_7,realmadrid,1.0
Adao86kk,realmadrid,1.0
AdeAndrade_,realmadrid,1.0
Ade_dhoyin,realmadrid,1.0
Adeelaa_10,realmadrid,1.0
AdelElrassas7,realmadrid,1.0
Adell__3,realmadrid,1.0
AdemarRodrguez1,realmadrid,3.0
AdesokanAbbey,realmadrid,3.0
Adess8,realmadrid,2.0
AdhamBarakat60,realmadrid,1.0
Adhunkannan11,realmadrid,1.0
Adi3l_crf,realmadrid,1.0
AdiUtomoPutro,realmadrid,2.0
Adibe__,realmadrid,1.0
AdiemasW,realmadrid,1.0
Adines991,realmadrid,1.0
AdinhoJ,realmadrid,1.0
Adithya011,realmadrid,1.0
Adityaa_Achmad,realmadrid,1.0
AdjeiSarkodie5,realmadrid,2.0
Adjie40673181,realmadrid,1.0
AdnanJulian1,realmadrid,1.0
Adnanell_,realmadrid,1.0
Adnredondo,realmadrid,1.0
AdolfoBaezE,realmadrid,1.0
AdolfoMeren,LaLiga,1.0
Adri46878870,realmadrid,2.0
Adri4nY_10,realmadrid,1.0
AdriEmbarba11,SweetLu10,1.0
AdriKaska,RCDeSports,1.0
AdriLiquids,realmadrid,1.0
AdriRM1698,realmadrid,1.0
AdriRM33,pabloar55537601,1.0
AdriRuiz36,realmadrid,1.0
AdriaRoj,realmadrid,1.0
AdriaSo16592544,LaLiga,1.0
AdriaaanCP,realmadrid,2.0
Adrian078391903,realmadrid,8.0
Adrian86486953,realmadrid,1.0
Adrian92877122,realmadrid,1.0
AdrianCG30,realmadrid,1.0
AdrianFlorez922,realmadrid,1.0
AdrianGnzBello,realmadrid,1.0
AdrianHdzHoyos,realmadrid,1.0
AdrianJotaa,realmadrid,2.0
AdrianKGM77,realmadrid,1.0
AdrianLSH,DesastresRCDE,1.0
AdrianLSH,IvanMolero,1.0
AdrianLabella90,realmadrid,1.0
AdrianNotLock,realmadrid,3.0
AdrianPerezCif1,deharojavier61,2.0
AdrianPerezCif1,pericoquevola,1.0
AdrianPerico21,RCDEspanyol,1.0
AdrianPerico21,RCDeSports,1.0
AdrianPiinkman,realmadrid,1.0
AdrianRN98,realmadrid,1.0
AdrianZolle,realmadrid,1.0
Adrian_G95,realmadrid,1.0
Adrian_Sanchez_,marca,1.0
Adriana11100542,realmadrid,1.0
Adriana_RMA,realmadrid,1.0
Adrianavt7,realmadrid,1.0
Adrianeitor99,realmadrid,1.0
Adrianito24,BaulMadrid,1.0
Adrianmitriago,realmadrid,1.0
Adridista_,realmadrid,1.0
AdrielSanttos_,realmadrid,1.0
Adrigt_00,realmadrid,1.0
Adrigutii7,realmadrid,1.0
Adriisco22,LaLiga,1.0
Adry26perez,realmadrid,1.0
Adryel_98,realmadrid,1.0
AdutRVS,realmadrid,1.0
Aenhol,deharojavier61,1.0
AffiliateTiki,realmadrid,7.0
AfifRezaF,realmadrid,1.0
AfitChoirudin,realmadrid,1.0
Afolabi70842116,realmadrid,1.0
AgapitoNito,Stuff_Various,1.0
AgendaEc,RCDEspanyol,1.0
AgendaEc,fabig08,1.0
AgendaEc,giraltpablo,1.0
AgendaEc,realmadrid,1.0
AgesilausSanta1,OldRcd,1.0
AggreSsyZ,LaLiga,1.0
AggreSsyZ,realmadrid,1.0
Agoneyprezgueds,marcoasensio10,1.0
Agoneyprezgueds,realmadrid,2.0
AguGenga,realmadrid,1.0
Agudelo7,realmadrid,1.0
AgudoManuel,realmadrid,5.0
AgudoManuel,rnmjtv2,1.0
AgudoZarco,realmadrid,1.0
Aguemizi,realmadridfra,1.0
AgueroChirinos,realmadrid,1.0
AguiarOsmany,realmadrid,1.0
Aguirre9M,realmadrid,1.0
AgusTwin_25,realmadrid,1.0
Agus_AG02,pericoquevola,1.0
Aguscontree,realmadrid,1.0
AgustinGranatto,realmadrid,2.0
AgustinLoTr,realmadrid,3.0
AgustnAlarcnRo1,RafaelGarciaLAF,1.0
AgustnAlarcnRo1,realmadrid,1.0
Ah9757,realmadrid,1.0
AhernandoC,realmadrid,1.0
AhijadoLuisa,marca,1.0
AhjussiYaya,realmadrid,1.0
AhmadAl44758993,realmadrid,1.0
AhmadDeey,realmadrid,1.0
Ahmad_abuyamen9,realmadrid,1.0
Ahmad_alaziz11,realmadrid,1.0
AhmadouDon,realmadrid,1.0
Ahmadridismo,realmadrid,2.0
Ahmed38106518,realmadrid,1.0
Ahmed43786561,realmadrid,1.0
Ahmed47808813,realmadrid,1.0
AhmedAbouElata2,realmadrid,1.0
AhmedAd39068971,PaoCasttillo,1.0
AhmedAd39068971,realmadrid,4.0
AhmedAlshaf3y74,realmadrid,1.0
AhmedAm93641678,realmadrid,1.0
AhmedAtef1916,realmadrid,1.0
AhmedElHawary07,realmadrid,2.0
AhmedGoooner,realmadrid,1.0
AhmedIbb_,bghayward,1.0
AhmedMu20775698,realmadrid,1.0
AhmedNueve,RCDEspanyol,1.0
AhmedSal1902,realmadrid,3.0
AhmedWael399,realmadrid,1.0
Ahmed_3bdallah_,marca,1.0
Ahmed_3bdallah_,realmadrid,1.0
Ahmed_Madridi92,realmadrid,1.0
Ahmed_Rabie_94,realmadrid,1.0
Ahmed__201,realmadrid,2.0
Ahmedgo71441859,realmadrid,1.0
Ahmedha11991685,realmadrid,3.0
Ahmedkaddou,realmadrid,2.0
Ahmedreda2820,realmadrid,1.0
AhmmadanomZ,LaLiga,1.0
Ahsantina__,realmadrid,3.0
Aiama10,realmadrid,1.0
AidenCloud1317,realmadrid,1.0
Ainh_Karchz,LaLiga,1.0
Ainh_Karchz,realmadrid,1.0
Ainhoa1900,Carmen26Jurado,1.0
Ainhoa1900,DesastresRCDE,1.0
Ainhoa1900,RCDEspanyol,2.0
Ainhoa1900,RCDeSports,1.0
Ainhoa1900,Sesinho11,2.0
Ainhoa1900,_cintaas,1.0
Ainhoa1900,javifv1993,1.0
Ainhoa1900,rcdeperico81,1.0
AinhoaDupla,realmadrid,2.0
Ainhoapm99,RCDeSports,1.0
Ainnhoa26,realmadrid,1.0
Aisaac_me,realmadrid,1.0
Aisier5,HuurmanSuzanne,1.0
Aisier5,realmadrid,1.0
AitoritoHG,RCDEspanyol,1.0
AitoritoHG,lluisqueasco,1.0
Aitorjim5,RCDEspanyol,1.0
Aitorjim5,RaulDeTomas9,1.0
Ajide_Omoyaola,realmadrid,2.0
Ajide_Omoyaola,realmadriden,1.0
Ajmiranda91,realmadrid,2.0
AjpLarox,realmadrid,1.0
Ajrm96566768,realmadrid,1.0
Ak1ra99041358,realmadrid,2.0
AkaPancho97,realmadrid,1.0
AkangaFredrick,realmadrid,1.0
Akashrxtar,realmadrid,1.0
Aketxismo,DesastresRCDE,1.0
Akhil_SC11,realmadrid,1.0
Akhona_Qukwana,realmadrid,1.0
AkhySinay,realmadrid,5.0
AkidnamedGeorge,realmadrid,1.0
AkiraaKKun,realmadrid,1.0
Akorede32699513,realmadrid,1.0
AkosuaN67319806,realmadrid,2.0
AkwasiF96670367,realmadrid,1.0
Al4d4r,realmadrid,1.0
Al77830122,OldRcd,1.0
AlAamri188,realmadridarab,1.0
AlAhly07307451,realmadrid,1.0
AlBerTiTo_RMCF,realmadrid,1.0
AlEsp_97,realmadrid,2.0
AlFlores_17,realmadrid,1.0
AlMubarak04,realmadrid,1.0
AlPalcoRCDE,Juvenil1991,1.0
AlRed_2000,realmadrid,1.0
Al_Walid__,realmadrid,1.0
Al_von_Loeches,realmadrid,1.0
AlaaQamber,realmadrid,1.0
AlaannnJ,realmadrid,1.0
Alakshar09,realmadrid,1.0
AlamuMoses,realmadrid,1.0
AlanAlvrzT,realmadriden,1.0
AlanCubbins,realmadrid,1.0
AlanGmz17,realmadrid,1.0
Alan_Mb07,realmadrid,1.0
Alanrdz32935293,realmadrid,1.0
Alba_Ramista93,realmadrid,2.0
Albabre8,realmadrid,1.0
AlbbGarcia,realmadrid,1.0
Alber58578823,RCDeSports,1.0
AlbertConde21,RCDEspanyol,1.0
AlbertConde21,pericoquevola,1.0
AlbertEriNstein,realmadrid,1.0
